Source,Target,Type,Id,Label,Weight
wu-zhen-13,lycheeorange,Directed,574,,1.0
wu-zhen-13,miaomiaomiao,Directed,8059,,1.0
superwyh,marukochan,Directed,11729,,1.0
superwyh,lycheeorange,Directed,575,,1.0
superwyh,miaomiaomiao,Directed,7993,,1.0
superwyh,kant,Directed,2985,,1.0
superwyh,xiao-peng-fei-86,Directed,2717,,1.0
superwyh,maxint64,Directed,3091,,1.0
superwyh,zi-liu,Directed,5144,,1.0
superwyh,chengbailao,Directed,8652,,1.0
miaomiaomiao,jixin,Directed,16478,,1.0
miaomiaomiao,lycheeorange,Directed,576,,1.0
miaomiaomiao,xie-ming-1,Directed,5284,,1.0
miaomiaomiao,kant,Directed,2970,,1.0
miaomiaomiao,cheng-yi-nan,Directed,6499,,1.0
miaomiaomiao,shuang-wang,Directed,12692,,1.0
miaomiaomiao,she-zhao-zhuo,Directed,6145,,1.0
miaomiaomiao,zan-er-26,Directed,12025,,1.0
miaomiaomiao,welljessie,Directed,12361,,1.0
xiepanda,jixin,Directed,16909,,1.0
xiepanda,lycheeorange,Directed,577,,1.0
xiepanda,miaomiaomiao,Directed,7692,,1.0
xiepanda,lanlingyeyu,Directed,1288,,1.0
xiepanda,kant,Directed,2865,,1.0
xiepanda,cheng-yi-nan,Directed,6526,,1.0
xiepanda,xiao-peng-fei-86,Directed,2727,,1.0
xiepanda,shuang-wang,Directed,12643,,1.0
xiepanda,zan-er-26,Directed,12067,,1.0
xiepanda,welljessie,Directed,12421,,1.0
wu-shuang-58,jixin,Directed,15128,,1.0
wu-shuang-58,lycheeorange,Directed,578,,1.0
wu-shuang-58,miaomiaomiao,Directed,7684,,1.0
shek,jixin,Directed,21607,,1.0
shek,marukochan,Directed,11620,,1.0
shek,daguo,Directed,3909,,1.0
shek,lycheeorange,Directed,579,,1.0
shek,wang-zhen-lei-57,Directed,3623,,1.0
shek,pb612,Directed,8553,,1.0
shek,oxygen,Directed,2288,,1.0
shek,gongjun,Directed,4710,,1.0
disinfeqt,jixin,Directed,21904,,1.0
disinfeqt,marukochan,Directed,11605,,1.0
disinfeqt,lycheeorange,Directed,580,,1.0
disinfeqt,oxygen,Directed,2524,,1.0
disinfeqt,gongjun,Directed,4848,,1.0
WxzxzW,jixin,Directed,14348,,1.0
WxzxzW,lycheeorange,Directed,581,,1.0
WxzxzW,wang-zhen-lei-57,Directed,3804,,1.0
WxzxzW,lanlingyeyu,Directed,1402,,1.0
WxzxzW,cheng-yi-nan,Directed,6428,,1.0
WxzxzW,xiao-peng-fei-86,Directed,2648,,1.0
WxzxzW,zihaolucky,Directed,3212,,1.0
WxzxzW,she-zhao-zhuo,Directed,6090,,1.0
WxzxzW,chengbailao,Directed,8720,,1.0
WxzxzW,shi-le-tian-38,Directed,11485,,1.0
lu-ming-yin-7,lycheeorange,Directed,582,,1.0
lu-ming-yin-7,miaomiaomiao,Directed,7860,,1.0
lu-ming-yin-7,chengbailao,Directed,11390,,1.0
qin-nan-55,jixin,Directed,17259,,1.0
qin-nan-55,lycheeorange,Directed,583,,1.0
qin-nan-55,she-zhao-zhuo,Directed,6280,,1.0
wangnuonuo,marukochan,Directed,11566,,1.0
wangnuonuo,lycheeorange,Directed,584,,1.0
wangnuonuo,wang-zhen-lei-57,Directed,3513,,1.0
wangnuonuo,miaomiaomiao,Directed,7664,,1.0
wangnuonuo,lanlingyeyu,Directed,1164,,1.0
wangnuonuo,kant,Directed,2847,,1.0
wangnuonuo,xiao-peng-fei-86,Directed,2665,,1.0
wangnuonuo,zihaolucky,Directed,3229,,1.0
wangnuonuo,she-zhao-zhuo,Directed,6129,,1.0
wangnuonuo,zan-er-26,Directed,12032,,1.0
wangnuonuo,welljessie,Directed,12406,,1.0
wangnuonuo,chengbailao,Directed,10304,,1.0
zheng-cheng-68,lycheeorange,Directed,585,,1.0
cheng-chang,lycheeorange,Directed,586,,1.0
zhang-da-miao-27,lycheeorange,Directed,587,,1.0
husher,lycheeorange,Directed,588,,1.0
wang-xiao-man,lycheeorange,Directed,589,,1.0
zhang-xi-ting,lycheeorange,Directed,590,,1.0
dawn110110,lycheeorange,Directed,591,,1.0
zi-cai-wei-huang-gua-jun,lycheeorange,Directed,592,,1.0
zyin,lycheeorange,Directed,593,,1.0
song-jin-chang,lycheeorange,Directed,594,,1.0
inclear,lycheeorange,Directed,595,,1.0
celes-chan,jixin,Directed,14308,,1.0
celes-chan,lycheeorange,Directed,596,,1.0
celes-chan,xiao-peng-fei-86,Directed,2694,,1.0
whshang,jixin,Directed,19928,,1.0
whshang,lycheeorange,Directed,597,,1.0
whshang,oxygen,Directed,1852,,1.0
sunny,jixin,Directed,21161,,1.0
sunny,marukochan,Directed,11778,,1.0
sunny,lycheeorange,Directed,598,,1.0
sunny,oxygen,Directed,1871,,1.0
sunny,lilydjwg,Directed,945,,1.0
daviddengcn,jixin,Directed,17072,,1.0
daviddengcn,lycheeorange,Directed,599,,1.0
daviddengcn,oxygen,Directed,2138,,1.0
jackfeng,jixin,Directed,21643,,1.0
jackfeng,lycheeorange,Directed,600,,1.0
jackfeng,oxygen,Directed,1782,,1.0
jackfeng,gongjun,Directed,4705,,1.0
DrHow,jixin,Directed,18911,,1.0
DrHow,lycheeorange,Directed,601,,1.0
DrHow,miaomiaomiao,Directed,7403,,1.0
DrHow,pb612,Directed,8526,,1.0
DrHow,oxygen,Directed,1864,,1.0
DrHow,lilydjwg,Directed,1102,,1.0
DrHow,xie-ming-1,Directed,5268,,1.0
DrHow,kant,Directed,3041,,1.0
DrHow,cheng-yi-nan,Directed,6527,,1.0
DrHow,xiao-peng-fei-86,Directed,2682,,1.0
DrHow,maxint64,Directed,3102,,1.0
DrHow,zihaolucky,Directed,3215,,1.0
DrHow,bai-lu-cang-mang,Directed,3296,,1.0
DrHow,shuang-wang,Directed,12857,,1.0
DrHow,she-zhao-zhuo,Directed,6309,,1.0
daxiong,jixin,Directed,20008,,1.0
daxiong,marukochan,Directed,11606,,1.0
daxiong,harryman,Directed,12145,,1.0
daxiong,aaronglyang,Directed,12525,,1.0
daxiong,lycheeorange,Directed,602,,1.0
daxiong,oxygen,Directed,2420,,1.0
daxiong,kant,Directed,2836,,1.0
daxiong,om19,Directed,12014,,1.0
daxiong,gongjun,Directed,4139,,1.0
daxiong,blackhumor,Directed,5464,,1.0
wan-hu,lycheeorange,Directed,605,,1.0
amuro1230,jixin,Directed,18759,,1.0
amuro1230,daguo,Directed,3903,,1.0
amuro1230,lycheeorange,Directed,606,,1.0
amuro1230,miaomiaomiao,Directed,7644,,1.0
amuro1230,DrHow,Directed,3444,,1.0
amuro1230,pb612,Directed,8566,,1.0
amuro1230,oxygen,Directed,2027,,1.0
amuro1230,kant,Directed,3048,,1.0
amuro1230,cheng-yi-nan,Directed,6573,,1.0
amuro1230,shuang-wang,Directed,12762,,1.0
amuro1230,zi-liu,Directed,5135,,1.0
amuro1230,TonyFang,Directed,5775,,1.0
amuro1230,chengbailao,Directed,11440,,1.0
helongke,lycheeorange,Directed,607,,1.0
LizRyan,lycheeorange,Directed,608,,1.0
windhk,jixin,Directed,19394,,1.0
windhk,lycheeorange,Directed,609,,1.0
hackersun,jixin,Directed,14382,,1.0
hackersun,lycheeorange,Directed,610,,1.0
zhu-zi-13-33,lycheeorange,Directed,611,,1.0
zhang-yong-hao,jixin,Directed,19250,,1.0
zhang-yong-hao,lycheeorange,Directed,612,,1.0
zhang-yong-hao,zi-liu,Directed,5169,,1.0
yinwang0,jixin,Directed,14811,,1.0
yinwang0,lycheeorange,Directed,613,,1.0
fuhongxue,lycheeorange,Directed,614,,1.0
eliven,lycheeorange,Directed,615,,1.0
youwenwen,jixin,Directed,13906,,1.0
youwenwen,lycheeorange,Directed,616,,1.0
youwenwen,wang-zhen-lei-57,Directed,3810,,1.0
youwenwen,pb612,Directed,8283,,1.0
youwenwen,oxygen,Directed,1654,,1.0
youwenwen,xiao-peng-fei-86,Directed,2692,,1.0
chenghan,jixin,Directed,18533,,1.0
chenghan,daguo,Directed,3921,,1.0
chenghan,lycheeorange,Directed,617,,1.0
chenghan,miaomiaomiao,Directed,7638,,1.0
chenghan,pb612,Directed,8541,,1.0
chenghan,oxygen,Directed,1575,,1.0
chenghan,cheng-yi-nan,Directed,6408,,1.0
chenghan,bai-lu-cang-mang,Directed,3267,,1.0
chenghan,shuang-wang,Directed,12682,,1.0
chenghan,shi-le-tian-38,Directed,11461,,1.0
chi-hui-30,lycheeorange,Directed,618,,1.0
chi-hui-30,miaomiaomiao,Directed,7541,,1.0
osmn00,lycheeorange,Directed,619,,1.0
finalanubis,lycheeorange,Directed,620,,1.0
guang-qian-yuan,jixin,Directed,14374,,1.0
guang-qian-yuan,lycheeorange,Directed,621,,1.0
guang-qian-yuan,oxygen,Directed,1703,,1.0
zhang-hao-yang-92,lycheeorange,Directed,622,,1.0
403Forbidden,jixin,Directed,16973,,1.0
403Forbidden,lycheeorange,Directed,623,,1.0
403Forbidden,miaomiaomiao,Directed,8038,,1.0
403Forbidden,cheng-yi-nan,Directed,6565,,1.0
403Forbidden,zi-liu,Directed,5150,,1.0
whisperwind,lycheeorange,Directed,624,,1.0
blueblood,jixin,Directed,17797,,1.0
blueblood,lycheeorange,Directed,625,,1.0
blueblood,miaomiaomiao,Directed,6634,,1.0
blueblood,shuang-wang,Directed,12816,,1.0
blueblood,blackhumor,Directed,5320,,1.0
cmf2015,jixin,Directed,15301,,1.0
cmf2015,lycheeorange,Directed,626,,1.0
cmf2015,miaomiaomiao,Directed,7573,,1.0
cmf2015,pb612,Directed,8257,,1.0
cmf2015,oxygen,Directed,1809,,1.0
lizao,lycheeorange,Directed,627,,1.0
5key,jixin,Directed,20561,,1.0
5key,lycheeorange,Directed,628,,1.0
5key,wang-zhen-lei-57,Directed,3782,,1.0
5key,oxygen,Directed,1822,,1.0
5key,om19,Directed,11915,,1.0
5key,xiao-peng-fei-86,Directed,2599,,1.0
5key,hhua,Directed,4926,,1.0
jiang-nan-39,jixin,Directed,15197,,1.0
jiang-nan-39,lycheeorange,Directed,629,,1.0
xuexiao,jixin,Directed,19949,,1.0
xuexiao,lycheeorange,Directed,630,,1.0
xuexiao,kant,Directed,2980,,1.0
xuexiao,om19,Directed,11871,,1.0
xuexiao,gongjun,Directed,4270,,1.0
lianghai,jixin,Directed,21612,,1.0
lianghai,marukochan,Directed,11705,,1.0
lianghai,harryman,Directed,12152,,1.0
lianghai,aaronglyang,Directed,12534,,1.0
lianghai,lycheeorange,Directed,631,,1.0
lianghai,wang-zhen-lei-57,Directed,3529,,1.0
lianghai,miaomiaomiao,Directed,7676,,1.0
lianghai,DrHow,Directed,3465,,1.0
lianghai,pb612,Directed,8589,,1.0
lianghai,oxygen,Directed,2290,,1.0
lianghai,cheng-yi-nan,Directed,6572,,1.0
lianghai,xiao-peng-fei-86,Directed,2733,,1.0
lianghai,hhua,Directed,4991,,1.0
bournezhu,jixin,Directed,17536,,1.0
bournezhu,lycheeorange,Directed,632,,1.0
bournezhu,miaomiaomiao,Directed,7678,,1.0
bournezhu,pb612,Directed,8317,,1.0
bournezhu,shuang-wang,Directed,12790,,1.0
bournezhu,chengbailao,Directed,9713,,1.0
yu-hao,lycheeorange,Directed,633,,1.0
peng-yong-54,lycheeorange,Directed,634,,1.0
lv-kun,lycheeorange,Directed,635,,1.0
lu-wen-long-28,lycheeorange,Directed,636,,1.0
allen-feng,jixin,Directed,17234,,1.0
allen-feng,lycheeorange,Directed,637,,1.0
fancyyan,lycheeorange,Directed,638,,1.0
fancyyan,zi-liu,Directed,5121,,1.0
tony.wong.hk,jixin,Directed,16747,,1.0
tony.wong.hk,lycheeorange,Directed,639,,1.0
tony.wong.hk,miaomiaomiao,Directed,7746,,1.0
tony.wong.hk,she-zhao-zhuo,Directed,6192,,1.0
tony.wong.hk,chengbailao,Directed,10423,,1.0
dan-feng-23,jixin,Directed,17102,,1.0
dan-feng-23,marukochan,Directed,11600,,1.0
dan-feng-23,lycheeorange,Directed,640,,1.0
dan-feng-23,miaomiaomiao,Directed,7296,,1.0
excited-vczh,marukochan,Directed,11562,,1.0
excited-vczh,lycheeorange,Directed,641,,1.0
excited-vczh,miaomiaomiao,Directed,7049,,1.0
excited-vczh,lilydjwg,Directed,931,,1.0
excited-vczh,lanlingyeyu,Directed,1163,,1.0
excited-vczh,zihaolucky,Directed,3189,,1.0
excited-vczh,zan-er-26,Directed,12048,,1.0
chaz-lu,jixin,Directed,18691,,1.0
chaz-lu,lycheeorange,Directed,642,,1.0
chaz-lu,wang-zhen-lei-57,Directed,3611,,1.0
chaz-lu,xiao-peng-fei-86,Directed,2637,,1.0
zhihumkt,jixin,Directed,13905,,1.0
zhihumkt,lycheeorange,Directed,643,,1.0
zhihumkt,pb612,Directed,8308,,1.0
likun2440,lycheeorange,Directed,644,,1.0
amonjok,jixin,Directed,21903,,1.0
amonjok,harryman,Directed,12160,,1.0
amonjok,aaronglyang,Directed,12528,,1.0
amonjok,lycheeorange,Directed,645,,1.0
amonjok,miaomiaomiao,Directed,7642,,1.0
amonjok,pb612,Directed,8552,,1.0
amonjok,oxygen,Directed,2533,,1.0
amonjok,gongjun,Directed,4779,,1.0
amonjok,xiao-peng-fei-86,Directed,2649,,1.0
amonjok,blackhumor,Directed,5417,,1.0
kejun,jixin,Directed,18880,,1.0
kejun,lycheeorange,Directed,646,,1.0
kejun,pb612,Directed,8292,,1.0
kejun,oxygen,Directed,2074,,1.0
artlifts,jixin,Directed,18631,,1.0
artlifts,lycheeorange,Directed,647,,1.0
nancie,lycheeorange,Directed,648,,1.0
baiya,jixin,Directed,21683,,1.0
baiya,marukochan,Directed,11798,,1.0
baiya,harryman,Directed,12164,,1.0
baiya,aaronglyang,Directed,12542,,1.0
baiya,yanhui,Directed,12618,,1.0
baiya,wu-xiao-dan,Directed,12899,,1.0
baiya,lycheeorange,Directed,649,,1.0
baiya,wang-zhen-lei-57,Directed,3766,,1.0
baiya,oxygen,Directed,2510,,1.0
baiya,om19,Directed,12016,,1.0
baiya,gongjun,Directed,4876,,1.0
baiya,xiao-peng-fei-86,Directed,2593,,1.0
baiya,hhua,Directed,4989,,1.0
baiya,xuedan,Directed,5098,,1.0
baiya,zi-liu,Directed,5248,,1.0
baiya,blackhumor,Directed,5528,,1.0
baiya,zuo-xiao,Directed,5705,,1.0
baiya,she-zhao-zhuo,Directed,6330,,1.0
yanxiaoshou,lycheeorange,Directed,650,,1.0
yanxiaoshou,oxygen,Directed,1817,,1.0
starknight,jixin,Directed,17974,,1.0
starknight,lycheeorange,Directed,651,,1.0
starknight,oxygen,Directed,2157,,1.0
dahuang,lycheeorange,Directed,652,,1.0
kai-yuan-ge,lycheeorange,Directed,653,,1.0
chenqiufan,jixin,Directed,18617,,1.0
chenqiufan,lycheeorange,Directed,654,,1.0
sheepwhite,lycheeorange,Directed,655,,1.0
awkwarduncle,lycheeorange,Directed,656,,1.0
wilson-wang-32,lycheeorange,Directed,657,,1.0
edyfox,jixin,Directed,18826,,1.0
edyfox,marukochan,Directed,11701,,1.0
edyfox,lycheeorange,Directed,658,,1.0
edyfox,miaomiaomiao,Directed,7594,,1.0
edyfox,pb612,Directed,8540,,1.0
edyfox,xiao-peng-fei-86,Directed,2585,,1.0
edyfox,shuang-wang,Directed,12757,,1.0
pb612,jixin,Directed,17211,,1.0
pb612,lycheeorange,Directed,659,,1.0
pb612,zihaolucky,Directed,3198,,1.0
pb612,shuang-wang,Directed,12767,,1.0
feng-ling-zi,jixin,Directed,21441,,1.0
feng-ling-zi,lycheeorange,Directed,660,,1.0
feng-ling-zi,oxygen,Directed,2432,,1.0
feng-ling-zi,gongjun,Directed,4371,,1.0
feng-ling-zi,blackhumor,Directed,5421,,1.0
unionx,lycheeorange,Directed,661,,1.0
zuo-han-jun,lycheeorange,Directed,662,,1.0
zuo-han-jun,oxygen,Directed,1638,,1.0
zuo-han-jun,lanlingyeyu,Directed,1270,,1.0
vanny,jixin,Directed,12932,,1.0
vanny,lycheeorange,Directed,663,,1.0
vanny,miaomiaomiao,Directed,7387,,1.0
vanny,pb612,Directed,8314,,1.0
vanny,zihaolucky,Directed,3182,,1.0
yin-jiao-shou-32,lycheeorange,Directed,665,,1.0
keakon,jixin,Directed,15049,,1.0
keakon,lycheeorange,Directed,666,,1.0
keakon,pb612,Directed,8374,,1.0
rio,jixin,Directed,21893,,1.0
rio,marukochan,Directed,11604,,1.0
rio,yanhui,Directed,12603,,1.0
rio,lycheeorange,Directed,667,,1.0
rio,wang-zhen-lei-57,Directed,3777,,1.0
rio,miaomiaomiao,Directed,7583,,1.0
rio,pb612,Directed,8348,,1.0
rio,oxygen,Directed,2320,,1.0
rio,gongjun,Directed,4426,,1.0
rio,xiao-peng-fei-86,Directed,2562,,1.0
rio,hhua,Directed,4941,,1.0
rio,blackhumor,Directed,5463,,1.0
inmay,jixin,Directed,19071,,1.0
inmay,lycheeorange,Directed,668,,1.0
inmay,oxygen,Directed,2272,,1.0
luowen,jixin,Directed,21042,,1.0
luowen,lycheeorange,Directed,669,,1.0
luowen,oxygen,Directed,1772,,1.0
gerrardyang,jixin,Directed,18183,,1.0
gerrardyang,lycheeorange,Directed,670,,1.0
gerrardyang,oxygen,Directed,1993,,1.0
gerrardyang,kant,Directed,2950,,1.0
gerrardyang,xuedan,Directed,5068,,1.0
winsunchen,jixin,Directed,19676,,1.0
winsunchen,lycheeorange,Directed,671,,1.0
winsunchen,gongjun,Directed,4050,,1.0
qingcomeon,lycheeorange,Directed,672,,1.0
neutronest,lycheeorange,Directed,673,,1.0
neutronest,lilydjwg,Directed,991,,1.0
yao-pei-sen,lycheeorange,Directed,674,,1.0
yao-pei-sen,zihaolucky,Directed,3168,,1.0
yu-ling-tai,lycheeorange,Directed,675,,1.0
wang-li-yan-97,lycheeorange,Directed,676,,1.0
stopyan,lycheeorange,Directed,677,,1.0
jean-grean,jixin,Directed,14827,,1.0
jean-grean,lycheeorange,Directed,678,,1.0
jean-grean,pb612,Directed,8358,,1.0
rexcel,lycheeorange,Directed,679,,1.0
wang-yige-5,lycheeorange,Directed,680,,1.0
nowhere-momo,jixin,Directed,16712,,1.0
nowhere-momo,lycheeorange,Directed,681,,1.0
nowhere-momo,miaomiaomiao,Directed,7953,,1.0
nowhere-momo,shuang-wang,Directed,12722,,1.0
mu-wei-san,lycheeorange,Directed,682,,1.0
taibang-zh,lycheeorange,Directed,683,,1.0
zhang-zhi-cheng-99,lycheeorange,Directed,684,,1.0
Changmingwei,jixin,Directed,16168,,1.0
Changmingwei,lycheeorange,Directed,685,,1.0
Changmingwei,pb612,Directed,8273,,1.0
Changmingwei,oxygen,Directed,1672,,1.0
Changmingwei,zihaolucky,Directed,3199,,1.0
Changmingwei,she-zhao-zhuo,Directed,6053,,1.0
momolog,lycheeorange,Directed,686,,1.0
yan-zhi-wang,jixin,Directed,16211,,1.0
yan-zhi-wang,lycheeorange,Directed,687,,1.0
wang-xiao-chuan,jixin,Directed,18443,,1.0
wang-xiao-chuan,yanhui,Directed,12601,,1.0
wang-xiao-chuan,lycheeorange,Directed,688,,1.0
wang-xiao-chuan,miaomiaomiao,Directed,6611,,1.0
wang-xiao-chuan,oxygen,Directed,2168,,1.0
wang-xiao-chuan,kant,Directed,2875,,1.0
wang-xiao-chuan,gongjun,Directed,4114,,1.0
isundefined,lycheeorange,Directed,689,,1.0
cai-jia-hong-91,lycheeorange,Directed,690,,1.0
ashzhang,lycheeorange,Directed,691,,1.0
Gorgonheart,jixin,Directed,17303,,1.0
Gorgonheart,lycheeorange,Directed,692,,1.0
Gorgonheart,zi-liu,Directed,5249,,1.0
Gorgonheart,blackhumor,Directed,5412,,1.0
Gorgonheart,chengbailao,Directed,11293,,1.0
luan-jian-kan-si,marukochan,Directed,11599,,1.0
luan-jian-kan-si,lycheeorange,Directed,693,,1.0
tychio,lycheeorange,Directed,694,,1.0
jamchau,lycheeorange,Directed,695,,1.0
janlay,lycheeorange,Directed,696,,1.0
kkwei,lycheeorange,Directed,697,,1.0
yangduan,lycheeorange,Directed,698,,1.0
zhezhexiong,jixin,Directed,20512,,1.0
zhezhexiong,lycheeorange,Directed,699,,1.0
zhezhexiong,oxygen,Directed,2467,,1.0
zhezhexiong,gongjun,Directed,4151,,1.0
zhezhexiong,blackhumor,Directed,5497,,1.0
zhoujypp,lycheeorange,Directed,700,,1.0
tgsunny,jixin,Directed,18363,,1.0
tgsunny,lycheeorange,Directed,701,,1.0
tgsunny,miaomiaomiao,Directed,7869,,1.0
tgsunny,chengbailao,Directed,10108,,1.0
liuyaping,jixin,Directed,21336,,1.0
liuyaping,lycheeorange,Directed,702,,1.0
liuyaping,wang-zhen-lei-57,Directed,3819,,1.0
liuyaping,oxygen,Directed,2452,,1.0
liuyaping,gongjun,Directed,4714,,1.0
imike,jixin,Directed,21907,,1.0
imike,harryman,Directed,12136,,1.0
imike,yanhui,Directed,12595,,1.0
imike,wu-xiao-dan,Directed,12900,,1.0
imike,daguo,Directed,3922,,1.0
imike,lycheeorange,Directed,703,,1.0
imike,wang-zhen-lei-57,Directed,3681,,1.0
imike,miaomiaomiao,Directed,8056,,1.0
imike,pb612,Directed,8592,,1.0
imike,hecaitou,Directed,5608,,1.0
imike,lanlingyeyu,Directed,1381,,1.0
imike,xie-ming-1,Directed,5270,,1.0
imike,kant,Directed,3020,,1.0
imike,cheng-yi-nan,Directed,6509,,1.0
imike,chen-xing-yi,Directed,2756,,1.0
imike,gongjun,Directed,4884,,1.0
imike,hhua,Directed,4996,,1.0
imike,blackhumor,Directed,5498,,1.0
imike,zuo-xiao,Directed,5704,,1.0
imike,she-zhao-zhuo,Directed,6180,,1.0
imike,chengbailao,Directed,11370,,1.0
gxxx,lycheeorange,Directed,704,,1.0
gxxx,oxygen,Directed,1929,,1.0
huaizhou,lycheeorange,Directed,705,,1.0
huaizhou,oxygen,Directed,1466,,1.0
underland,jixin,Directed,21870,,1.0
underland,lycheeorange,Directed,706,,1.0
underland,miaomiaomiao,Directed,7731,,1.0
underland,pb612,Directed,8300,,1.0
underland,oxygen,Directed,2444,,1.0
underland,gongjun,Directed,4842,,1.0
underland,blackhumor,Directed,5492,,1.0
huangchuang,jixin,Directed,15458,,1.0
huangchuang,lycheeorange,Directed,707,,1.0
shimengchen,lycheeorange,Directed,708,,1.0
mask816,jixin,Directed,18829,,1.0
mask816,lycheeorange,Directed,709,,1.0
mask816,oxygen,Directed,2098,,1.0
s0s0,jixin,Directed,19275,,1.0
s0s0,marukochan,Directed,11691,,1.0
s0s0,daguo,Directed,3920,,1.0
s0s0,lycheeorange,Directed,710,,1.0
s0s0,wang-zhen-lei-57,Directed,3717,,1.0
s0s0,miaomiaomiao,Directed,7895,,1.0
s0s0,pb612,Directed,8562,,1.0
s0s0,oxygen,Directed,2248,,1.0
s0s0,gongjun,Directed,3965,,1.0
s0s0,hhua,Directed,4909,,1.0
s0s0,blackhumor,Directed,5439,,1.0
s0s0,shi-le-tian-38,Directed,11458,,1.0
gnap,jixin,Directed,20936,,1.0
gnap,marukochan,Directed,11677,,1.0
gnap,lycheeorange,Directed,712,,1.0
gnap,miaomiaomiao,Directed,7510,,1.0
gnap,pb612,Directed,8506,,1.0
gnap,oxygen,Directed,2404,,1.0
seasonqu,jixin,Directed,21388,,1.0
seasonqu,lycheeorange,Directed,713,,1.0
seasonqu,oxygen,Directed,2441,,1.0
seasonqu,kant,Directed,3011,,1.0
seasonqu,gongjun,Directed,4741,,1.0
seasonqu,blackhumor,Directed,5373,,1.0
rilakkimura,jixin,Directed,18329,,1.0
rilakkimura,marukochan,Directed,11594,,1.0
rilakkimura,daguo,Directed,3882,,1.0
rilakkimura,lycheeorange,Directed,714,,1.0
rilakkimura,miaomiaomiao,Directed,7038,,1.0
rilakkimura,pb612,Directed,8550,,1.0
rilakkimura,shuang-wang,Directed,12684,,1.0
delphi,jixin,Directed,21900,,1.0
delphi,marukochan,Directed,11768,,1.0
delphi,harryman,Directed,12159,,1.0
delphi,aaronglyang,Directed,12535,,1.0
delphi,lycheeorange,Directed,715,,1.0
delphi,miaomiaomiao,Directed,7534,,1.0
delphi,DrHow,Directed,3472,,1.0
delphi,pb612,Directed,8429,,1.0
delphi,oxygen,Directed,2462,,1.0
delphi,kant,Directed,3040,,1.0
delphi,cheng-yi-nan,Directed,6507,,1.0
delphi,gongjun,Directed,4821,,1.0
delphi,hhua,Directed,4988,,1.0
delphi,she-zhao-zhuo,Directed,6317,,1.0
delphi,welljessie,Directed,12260,,1.0
zhao-wei,jixin,Directed,21886,,1.0
zhao-wei,lycheeorange,Directed,716,,1.0
zhao-wei,pb612,Directed,8528,,1.0
zhao-wei,oxygen,Directed,2317,,1.0
zhao-wei,gongjun,Directed,4816,,1.0
zhao-wei,blackhumor,Directed,5425,,1.0
zhao-wei,zuo-xiao,Directed,5714,,1.0
blackswan,jixin,Directed,17352,,1.0
blackswan,marukochan,Directed,11648,,1.0
blackswan,lycheeorange,Directed,717,,1.0
blackswan,pb612,Directed,8366,,1.0
blackswan,chengbailao,Directed,10349,,1.0
pang-bo-8,lycheeorange,Directed,718,,1.0
xjiangxjxjxjx,jixin,Directed,15345,,1.0
xjiangxjxjxjx,lycheeorange,Directed,719,,1.0
xjiangxjxjxjx,miaomiaomiao,Directed,7511,,1.0
xjiangxjxjxjx,oxygen,Directed,1534,,1.0
xjiangxjxjxjx,zihaolucky,Directed,3143,,1.0
li-jue-qiong,jixin,Directed,17820,,1.0
li-jue-qiong,lycheeorange,Directed,720,,1.0
li-jue-qiong,gongjun,Directed,4004,,1.0
tongjinghao,jixin,Directed,17103,,1.0
tongjinghao,lycheeorange,Directed,721,,1.0
tongjinghao,pb612,Directed,8529,,1.0
tongjinghao,gongjun,Directed,4074,,1.0
queenie,jixin,Directed,18233,,1.0
queenie,lycheeorange,Directed,722,,1.0
queenie,pb612,Directed,8534,,1.0
queenie,gongjun,Directed,4007,,1.0
moxi,jixin,Directed,15484,,1.0
moxi,lycheeorange,Directed,723,,1.0
moxi,miaomiaomiao,Directed,7447,,1.0
moxi,pb612,Directed,8439,,1.0
moxi,oxygen,Directed,1986,,1.0
moxi,gongjun,Directed,4009,,1.0
dismory,jixin,Directed,21685,,1.0
dismory,marukochan,Directed,11791,,1.0
dismory,lycheeorange,Directed,724,,1.0
dismory,oxygen,Directed,2321,,1.0
yetone,lycheeorange,Directed,725,,1.0
yetone,chengbailao,Directed,10023,,1.0
li-su-21,lycheeorange,Directed,726,,1.0
rickyliu,lycheeorange,Directed,727,,1.0
rickyliu,gongjun,Directed,4041,,1.0
oxygen,jixin,Directed,21846,,1.0
oxygen,lycheeorange,Directed,728,,1.0
oxygen,wang-zhen-lei-57,Directed,3714,,1.0
oxygen,DrHow,Directed,3371,,1.0
oxygen,kant,Directed,2894,,1.0
oxygen,gongjun,Directed,4828,,1.0
oxygen,blackhumor,Directed,5499,,1.0
oxygen,she-zhao-zhuo,Directed,6326,,1.0
lu-shi-si,jixin,Directed,17404,,1.0
lu-shi-si,lycheeorange,Directed,729,,1.0
lu-shi-si,oxygen,Directed,1920,,1.0
cong,lycheeorange,Directed,730,,1.0
jin-zhong-kun,lycheeorange,Directed,731,,1.0
lili,jixin,Directed,21282,,1.0
lili,harryman,Directed,12150,,1.0
lili,aaronglyang,Directed,12529,,1.0
lili,lycheeorange,Directed,732,,1.0
lili,wang-zhen-lei-57,Directed,3599,,1.0
lili,oxygen,Directed,2456,,1.0
lili,kant,Directed,3002,,1.0
lili,om19,Directed,11860,,1.0
lili,gongjun,Directed,4810,,1.0
lili,hhua,Directed,4997,,1.0
lili,blackhumor,Directed,5522,,1.0
lili,zuo-xiao,Directed,5707,,1.0
lili,shi-le-tian-38,Directed,11459,,1.0
