Source,Target,Type,Id,Label,Weight
610,2296,Directed,2692,,1.0
611,5,Directed,18533,,1.0
611,34,Directed,3921,,1.0
611,43,Directed,617,,1.0
611,572,Directed,7638,,1.0
611,653,Directed,8541,,1.0
611,720,Directed,1575,,1.0
611,1232,Directed,6408,,1.0
611,2692,Directed,3267,,1.0
611,2794,Directed,12682,,1.0
611,8327,Directed,11461,,1.0
612,43,Directed,618,,1.0
612,572,Directed,7541,,1.0
613,43,Directed,619,,1.0
614,43,Directed,620,,1.0
615,5,Directed,14374,,1.0
615,43,Directed,621,,1.0
615,720,Directed,1703,,1.0
616,43,Directed,622,,1.0
617,5,Directed,16973,,1.0
617,43,Directed,623,,1.0
617,572,Directed,8038,,1.0
617,1232,Directed,6565,,1.0
617,3877,Directed,5150,,1.0
618,43,Directed,624,,1.0
619,5,Directed,17797,,1.0
619,43,Directed,625,,1.0
619,572,Directed,6634,,1.0
619,2794,Directed,12816,,1.0
619,3993,Directed,5320,,1.0
620,5,Directed,15301,,1.0
620,43,Directed,626,,1.0
620,572,Directed,7573,,1.0
620,653,Directed,8257,,1.0
620,720,Directed,1809,,1.0
621,43,Directed,627,,1.0
622,5,Directed,20561,,1.0
622,43,Directed,628,,1.0
622,49,Directed,3782,,1.0
622,720,Directed,1822,,1.0
622,2008,Directed,11915,,1.0
622,2296,Directed,2599,,1.0
622,3739,Directed,4926,,1.0
623,5,Directed,15197,,1.0
623,43,Directed,629,,1.0
624,5,Directed,19949,,1.0
624,43,Directed,630,,1.0
624,1109,Directed,2980,,1.0
624,2008,Directed,11871,,1.0
624,2246,Directed,4270,,1.0
625,5,Directed,21612,,1.0
625,8,Directed,11705,,1.0
625,10,Directed,12152,,1.0
625,11,Directed,12534,,1.0
625,43,Directed,631,,1.0
625,49,Directed,3529,,1.0
625,572,Directed,7676,,1.0
625,597,Directed,3465,,1.0
625,653,Directed,8589,,1.0
625,720,Directed,2290,,1.0
625,1232,Directed,6572,,1.0
625,2296,Directed,2733,,1.0
625,3739,Directed,4991,,1.0
626,5,Directed,17536,,1.0
626,43,Directed,632,,1.0
626,572,Directed,7678,,1.0
626,653,Directed,8317,,1.0
626,2794,Directed,12790,,1.0
626,5868,Directed,9713,,1.0
627,43,Directed,633,,1.0
628,43,Directed,634,,1.0
629,43,Directed,635,,1.0
630,43,Directed,636,,1.0
631,5,Directed,17234,,1.0
631,43,Directed,637,,1.0
632,43,Directed,638,,1.0
632,3877,Directed,5121,,1.0
633,5,Directed,16747,,1.0
633,43,Directed,639,,1.0
633,572,Directed,7746,,1.0
633,4252,Directed,6192,,1.0
633,5868,Directed,10423,,1.0
634,5,Directed,17102,,1.0
634,8,Directed,11600,,1.0
634,43,Directed,640,,1.0
634,572,Directed,7296,,1.0
635,8,Directed,11562,,1.0
635,43,Directed,641,,1.0
635,572,Directed,7049,,1.0
635,860,Directed,931,,1.0
635,1088,Directed,1163,,1.0
635,2600,Directed,3189,,1.0
635,4689,Directed,12048,,1.0
636,5,Directed,18691,,1.0
636,43,Directed,642,,1.0
636,49,Directed,3611,,1.0
636,2296,Directed,2637,,1.0
637,5,Directed,13905,,1.0
637,43,Directed,643,,1.0
637,653,Directed,8308,,1.0
638,43,Directed,644,,1.0
639,5,Directed,21903,,1.0
639,10,Directed,12160,,1.0
639,11,Directed,12528,,1.0
639,43,Directed,645,,1.0
639,572,Directed,7642,,1.0
639,653,Directed,8552,,1.0
639,720,Directed,2533,,1.0
639,2246,Directed,4779,,1.0
639,2296,Directed,2649,,1.0
639,3993,Directed,5417,,1.0
640,5,Directed,18880,,1.0
640,43,Directed,646,,1.0
640,653,Directed,8292,,1.0
640,720,Directed,2074,,1.0
641,5,Directed,18631,,1.0
641,43,Directed,647,,1.0
642,43,Directed,648,,1.0
643,5,Directed,21683,,1.0
643,8,Directed,11798,,1.0
643,10,Directed,12164,,1.0
643,11,Directed,12542,,1.0
643,12,Directed,12618,,1.0
643,13,Directed,12899,,1.0
643,43,Directed,649,,1.0
643,49,Directed,3766,,1.0
643,720,Directed,2510,,1.0
643,2008,Directed,12016,,1.0
643,2246,Directed,4876,,1.0
643,2296,Directed,2593,,1.0
643,3739,Directed,4989,,1.0
643,3796,Directed,5098,,1.0
643,3877,Directed,5248,,1.0
643,3993,Directed,5528,,1.0
643,4142,Directed,5705,,1.0
643,4252,Directed,6330,,1.0
644,43,Directed,650,,1.0
644,720,Directed,1817,,1.0
645,5,Directed,17974,,1.0
645,43,Directed,651,,1.0
645,720,Directed,2157,,1.0
646,43,Directed,652,,1.0
647,43,Directed,653,,1.0
648,5,Directed,18617,,1.0
648,43,Directed,654,,1.0
649,43,Directed,655,,1.0
650,43,Directed,656,,1.0
651,43,Directed,657,,1.0
652,5,Directed,18826,,1.0
652,8,Directed,11701,,1.0
652,43,Directed,658,,1.0
652,572,Directed,7594,,1.0
652,653,Directed,8540,,1.0
652,2296,Directed,2585,,1.0
652,2794,Directed,12757,,1.0
653,5,Directed,17211,,1.0
653,43,Directed,659,,1.0
653,2600,Directed,3198,,1.0
653,2794,Directed,12767,,1.0
654,5,Directed,21441,,1.0
654,43,Directed,660,,1.0
654,720,Directed,2432,,1.0
654,2246,Directed,4371,,1.0
654,3993,Directed,5421,,1.0
655,43,Directed,661,,1.0
656,43,Directed,662,,1.0
656,720,Directed,1638,,1.0
656,1088,Directed,1270,,1.0
657,5,Directed,12932,,1.0
657,43,Directed,663,,1.0
657,572,Directed,7387,,1.0
657,653,Directed,8314,,1.0
657,2600,Directed,3182,,1.0
658,43,Directed,665,,1.0
659,5,Directed,15049,,1.0
659,43,Directed,666,,1.0
659,653,Directed,8374,,1.0
660,5,Directed,21893,,1.0
660,8,Directed,11604,,1.0
660,12,Directed,12603,,1.0
660,43,Directed,667,,1.0
660,49,Directed,3777,,1.0
660,572,Directed,7583,,1.0
660,653,Directed,8348,,1.0
660,720,Directed,2320,,1.0
660,2246,Directed,4426,,1.0
660,2296,Directed,2562,,1.0
660,3739,Directed,4941,,1.0
660,3993,Directed,5463,,1.0
661,5,Directed,19071,,1.0
661,43,Directed,668,,1.0
661,720,Directed,2272,,1.0
662,5,Directed,21042,,1.0
662,43,Directed,669,,1.0
662,720,Directed,1772,,1.0
663,5,Directed,18183,,1.0
663,43,Directed,670,,1.0
663,720,Directed,1993,,1.0
663,1109,Directed,2950,,1.0
663,3796,Directed,5068,,1.0
664,5,Directed,19676,,1.0
664,43,Directed,671,,1.0
664,2246,Directed,4050,,1.0
665,43,Directed,672,,1.0
666,43,Directed,673,,1.0
666,860,Directed,991,,1.0
667,43,Directed,674,,1.0
667,2600,Directed,3168,,1.0
668,43,Directed,675,,1.0
669,43,Directed,676,,1.0
670,43,Directed,677,,1.0
671,5,Directed,14827,,1.0
671,43,Directed,678,,1.0
671,653,Directed,8358,,1.0
672,43,Directed,679,,1.0
673,43,Directed,680,,1.0
674,5,Directed,16712,,1.0
674,43,Directed,681,,1.0
674,572,Directed,7953,,1.0
674,2794,Directed,12722,,1.0
675,43,Directed,682,,1.0
676,43,Directed,683,,1.0
677,43,Directed,684,,1.0
678,5,Directed,16168,,1.0
678,43,Directed,685,,1.0
678,653,Directed,8273,,1.0
678,720,Directed,1672,,1.0
678,2600,Directed,3199,,1.0
678,4252,Directed,6053,,1.0
679,43,Directed,686,,1.0
680,5,Directed,16211,,1.0
680,43,Directed,687,,1.0
681,5,Directed,18443,,1.0
681,12,Directed,12601,,1.0
681,43,Directed,688,,1.0
681,572,Directed,6611,,1.0
681,720,Directed,2168,,1.0
681,1109,Directed,2875,,1.0
681,2246,Directed,4114,,1.0
682,43,Directed,689,,1.0
683,43,Directed,690,,1.0
684,43,Directed,691,,1.0
685,5,Directed,17303,,1.0
685,43,Directed,692,,1.0
685,3877,Directed,5249,,1.0
685,3993,Directed,5412,,1.0
685,5868,Directed,11293,,1.0
686,8,Directed,11599,,1.0
686,43,Directed,693,,1.0
687,43,Directed,694,,1.0
688,43,Directed,695,,1.0
689,43,Directed,696,,1.0
690,43,Directed,697,,1.0
691,43,Directed,698,,1.0
692,5,Directed,20512,,1.0
692,43,Directed,699,,1.0
692,720,Directed,2467,,1.0
692,2246,Directed,4151,,1.0
692,3993,Directed,5497,,1.0
693,43,Directed,700,,1.0
694,5,Directed,18363,,1.0
694,43,Directed,701,,1.0
694,572,Directed,7869,,1.0
694,5868,Directed,10108,,1.0
695,5,Directed,21336,,1.0
695,43,Directed,702,,1.0
695,49,Directed,3819,,1.0
695,720,Directed,2452,,1.0
695,2246,Directed,4714,,1.0
696,5,Directed,21907,,1.0
696,10,Directed,12136,,1.0
696,12,Directed,12595,,1.0
696,13,Directed,12900,,1.0
696,34,Directed,3922,,1.0
696,43,Directed,703,,1.0
696,49,Directed,3681,,1.0
696,572,Directed,8056,,1.0
696,653,Directed,8592,,1.0
696,1080,Directed,5608,,1.0
696,1088,Directed,1381,,1.0
696,1106,Directed,5270,,1.0
696,1109,Directed,3020,,1.0
696,1232,Directed,6509,,1.0
696,1976,Directed,2756,,1.0
696,2246,Directed,4884,,1.0
696,3739,Directed,4996,,1.0
696,3993,Directed,5498,,1.0
696,4142,Directed,5704,,1.0
696,4252,Directed,6180,,1.0
696,5868,Directed,11370,,1.0
697,43,Directed,704,,1.0
697,720,Directed,1929,,1.0
698,43,Directed,705,,1.0
698,720,Directed,1466,,1.0
699,5,Directed,21870,,1.0
699,43,Directed,706,,1.0
699,572,Directed,7731,,1.0
699,653,Directed,8300,,1.0
699,720,Directed,2444,,1.0
699,2246,Directed,4842,,1.0
699,3993,Directed,5492,,1.0
700,5,Directed,15458,,1.0
700,43,Directed,707,,1.0
701,43,Directed,708,,1.0
702,5,Directed,18829,,1.0
702,43,Directed,709,,1.0
702,720,Directed,2098,,1.0
703,5,Directed,19275,,1.0
703,8,Directed,11691,,1.0
703,34,Directed,3920,,1.0
703,43,Directed,710,,1.0
703,49,Directed,3717,,1.0
703,572,Directed,7895,,1.0
703,653,Directed,8562,,1.0
703,720,Directed,2248,,1.0
703,2246,Directed,3965,,1.0
703,3739,Directed,4909,,1.0
703,3993,Directed,5439,,1.0
703,8327,Directed,11458,,1.0
704,5,Directed,20936,,1.0
704,8,Directed,11677,,1.0
704,43,Directed,712,,1.0
704,572,Directed,7510,,1.0
704,653,Directed,8506,,1.0
704,720,Directed,2404,,1.0
705,5,Directed,21388,,1.0
705,43,Directed,713,,1.0
705,720,Directed,2441,,1.0
705,1109,Directed,3011,,1.0
705,2246,Directed,4741,,1.0
705,3993,Directed,5373,,1.0
706,5,Directed,18329,,1.0
706,8,Directed,11594,,1.0
706,34,Directed,3882,,1.0
706,43,Directed,714,,1.0
706,572,Directed,7038,,1.0
706,653,Directed,8550,,1.0
706,2794,Directed,12684,,1.0
707,5,Directed,21900,,1.0
707,8,Directed,11768,,1.0
707,10,Directed,12159,,1.0
707,11,Directed,12535,,1.0
707,43,Directed,715,,1.0
707,572,Directed,7534,,1.0
707,597,Directed,3472,,1.0
707,653,Directed,8429,,1.0
707,720,Directed,2462,,1.0
707,1109,Directed,3040,,1.0
707,1232,Directed,6507,,1.0
707,2246,Directed,4821,,1.0
707,3739,Directed,4988,,1.0
707,4252,Directed,6317,,1.0
707,5007,Directed,12260,,1.0
708,5,Directed,21886,,1.0
708,43,Directed,716,,1.0
708,653,Directed,8528,,1.0
708,720,Directed,2317,,1.0
708,2246,Directed,4816,,1.0
708,3993,Directed,5425,,1.0
708,4142,Directed,5714,,1.0
709,5,Directed,17352,,1.0
709,8,Directed,11648,,1.0
709,43,Directed,717,,1.0
709,653,Directed,8366,,1.0
709,5868,Directed,10349,,1.0
710,43,Directed,718,,1.0
711,5,Directed,15345,,1.0
711,43,Directed,719,,1.0
711,572,Directed,7511,,1.0
711,720,Directed,1534,,1.0
711,2600,Directed,3143,,1.0
712,5,Directed,17820,,1.0
712,43,Directed,720,,1.0
712,2246,Directed,4004,,1.0
713,5,Directed,17103,,1.0
713,43,Directed,721,,1.0
713,653,Directed,8529,,1.0
713,2246,Directed,4074,,1.0
714,5,Directed,18233,,1.0
714,43,Directed,722,,1.0
714,653,Directed,8534,,1.0
714,2246,Directed,4007,,1.0
715,5,Directed,15484,,1.0
715,43,Directed,723,,1.0
715,572,Directed,7447,,1.0
715,653,Directed,8439,,1.0
715,720,Directed,1986,,1.0
715,2246,Directed,4009,,1.0
716,5,Directed,21685,,1.0
716,8,Directed,11791,,1.0
716,43,Directed,724,,1.0
716,720,Directed,2321,,1.0
717,43,Directed,725,,1.0
717,5868,Directed,10023,,1.0
718,43,Directed,726,,1.0
719,43,Directed,727,,1.0
719,2246,Directed,4041,,1.0
720,5,Directed,21846,,1.0
720,43,Directed,728,,1.0
720,49,Directed,3714,,1.0
720,597,Directed,3371,,1.0
720,1109,Directed,2894,,1.0
720,2246,Directed,4828,,1.0
720,3993,Directed,5499,,1.0
720,4252,Directed,6326,,1.0
721,5,Directed,17404,,1.0
721,43,Directed,729,,1.0
721,720,Directed,1920,,1.0
722,43,Directed,730,,1.0
723,43,Directed,731,,1.0
724,5,Directed,21282,,1.0
724,10,Directed,12150,,1.0
724,11,Directed,12529,,1.0
724,43,Directed,732,,1.0
724,49,Directed,3599,,1.0
724,720,Directed,2456,,1.0
724,1109,Directed,3002,,1.0
724,2008,Directed,11860,,1.0
724,2246,Directed,4810,,1.0
724,3739,Directed,4997,,1.0
724,3993,Directed,5522,,1.0
724,4142,Directed,5707,,1.0
724,8327,Directed,11459,,1.0
725,5,Directed,19401,,1.0
725,43,Directed,733,,1.0
726,43,Directed,734,,1.0
727,43,Directed,735,,1.0
728,5,Directed,21128,,1.0
728,8,Directed,11672,,1.0
728,10,Directed,12130,,1.0
728,43,Directed,736,,1.0
728,49,Directed,3552,,1.0
728,653,Directed,8545,,1.0
728,720,Directed,2425,,1.0
728,1109,Directed,3015,,1.0
728,2008,Directed,11852,,1.0
728,2246,Directed,4032,,1.0
728,2573,Directed,3105,,1.0
728,3993,Directed,5476,,1.0
728,4208,Directed,5754,,1.0
728,5868,Directed,8739,,1.0
729,5,Directed,21849,,1.0
729,43,Directed,737,,1.0
729,720,Directed,2552,,1.0
729,2246,Directed,4818,,1.0
729,3993,Directed,5368,,1.0
730,43,Directed,738,,1.0
731,5,Directed,18061,,1.0
731,8,Directed,11676,,1.0
731,43,Directed,739,,1.0
731,1109,Directed,2922,,1.0
732,43,Directed,740,,1.0
733,43,Directed,741,,1.0
734,43,Directed,742,,1.0
735,43,Directed,743,,1.0
736,43,Directed,744,,1.0
737,43,Directed,745,,1.0
737,2008,Directed,11853,,1.0
738,5,Directed,13660,,1.0
738,43,Directed,746,,1.0
738,572,Directed,7647,,1.0
738,653,Directed,8518,,1.0
738,1088,Directed,1133,,1.0
738,2296,Directed,2713,,1.0
739,43,Directed,747,,1.0
740,43,Directed,748,,1.0
741,43,Directed,749,,1.0
742,43,Directed,750,,1.0
743,5,Directed,17723,,1.0
743,43,Directed,751,,1.0
743,572,Directed,7954,,1.0
743,720,Directed,1889,,1.0
744,43,Directed,752,,1.0
745,5,Directed,21913,,1.0
745,8,Directed,11644,,1.0
745,11,Directed,12514,,1.0
745,12,Directed,12586,,1.0
745,13,Directed,12895,,1.0
745,34,Directed,3914,,1.0
745,43,Directed,753,,1.0
745,653,Directed,8538,,1.0
745,720,Directed,2544,,1.0
745,1080,Directed,5606,,1.0
745,1109,Directed,3000,,1.0
745,2008,Directed,11950,,1.0
745,2246,Directed,4888,,1.0
745,2573,Directed,3106,,1.0
745,3993,Directed,5444,,1.0
746,43,Directed,754,,1.0
747,43,Directed,755,,1.0
748,43,Directed,756,,1.0
749,43,Directed,757,,1.0
750,43,Directed,758,,1.0
751,43,Directed,759,,1.0
752,43,Directed,760,,1.0
753,5,Directed,15873,,1.0
753,43,Directed,761,,1.0
753,49,Directed,3829,,1.0
753,720,Directed,1828,,1.0
753,1109,Directed,2953,,1.0
753,2008,Directed,11881,,1.0
753,2246,Directed,4181,,1.0
753,2296,Directed,2718,,1.0
754,5,Directed,21624,,1.0
754,43,Directed,762,,1.0
754,720,Directed,2525,,1.0
754,2246,Directed,4508,,1.0
755,43,Directed,763,,1.0
756,43,Directed,764,,1.0
757,43,Directed,765,,1.0
758,5,Directed,17806,,1.0
758,43,Directed,766,,1.0
759,5,Directed,16704,,1.0
759,43,Directed,767,,1.0
759,572,Directed,7843,,1.0
759,597,Directed,3385,,1.0
759,1232,Directed,6479,,1.0
759,5868,Directed,9350,,1.0
760,43,Directed,768,,1.0
761,5,Directed,14429,,1.0
761,43,Directed,769,,1.0
761,1109,Directed,2794,,1.0
761,2600,Directed,3134,,1.0
762,43,Directed,770,,1.0
763,43,Directed,771,,1.0
764,5,Directed,20110,,1.0
764,43,Directed,772,,1.0
764,2246,Directed,4343,,1.0
765,43,Directed,773,,1.0
766,43,Directed,774,,1.0
767,43,Directed,775,,1.0
768,43,Directed,776,,1.0
769,43,Directed,777,,1.0
769,720,Directed,2023,,1.0
769,3993,Directed,5496,,1.0
770,43,Directed,778,,1.0
771,43,Directed,779,,1.0
772,43,Directed,780,,1.0
773,5,Directed,19822,,1.0
773,10,Directed,12138,,1.0
773,43,Directed,781,,1.0
774,5,Directed,19081,,1.0
774,43,Directed,782,,1.0
775,43,Directed,783,,1.0
776,5,Directed,17822,,1.0
776,43,Directed,784,,1.0
776,1088,Directed,1266,,1.0
777,43,Directed,785,,1.0
778,43,Directed,786,,1.0
779,43,Directed,787,,1.0
780,43,Directed,788,,1.0
780,572,Directed,7555,,1.0
781,43,Directed,789,,1.0
782,43,Directed,790,,1.0
783,43,Directed,791,,1.0
784,43,Directed,792,,1.0
785,43,Directed,793,,1.0
786,43,Directed,794,,1.0
787,43,Directed,795,,1.0
788,43,Directed,796,,1.0
789,43,Directed,797,,1.0
789,4142,Directed,5618,,1.0
790,5,Directed,19288,,1.0
790,43,Directed,798,,1.0
790,49,Directed,3774,,1.0
790,572,Directed,7622,,1.0
790,597,Directed,3366,,1.0
790,1080,Directed,5563,,1.0
790,1088,Directed,1165,,1.0
790,1109,Directed,2964,,1.0
790,2296,Directed,2652,,1.0
790,4208,Directed,5727,,1.0
790,4252,Directed,6051,,1.0
790,5007,Directed,12422,,1.0
790,5868,Directed,8929,,1.0
791,5,Directed,14824,,1.0
791,8,Directed,11737,,1.0
791,43,Directed,799,,1.0
791,49,Directed,3839,,1.0
791,572,Directed,8119,,1.0
791,860,Directed,1057,,1.0
791,1088,Directed,1184,,1.0
791,1106,Directed,5261,,1.0
791,2573,Directed,3087,,1.0
791,2794,Directed,12782,,1.0
791,3877,Directed,5166,,1.0
791,4252,Directed,6260,,1.0
791,5868,Directed,11438,,1.0
792,5,Directed,17809,,1.0
792,8,Directed,11708,,1.0
792,43,Directed,800,,1.0
792,572,Directed,7636,,1.0
792,653,Directed,8489,,1.0
792,720,Directed,1538,,1.0
792,1232,Directed,6546,,1.0
792,2794,Directed,12770,,1.0
792,5868,Directed,11412,,1.0
793,5,Directed,16951,,1.0
793,43,Directed,801,,1.0
793,2008,Directed,11955,,1.0
794,43,Directed,802,,1.0
795,5,Directed,18858,,1.0
795,43,Directed,803,,1.0
795,720,Directed,2106,,1.0
795,1088,Directed,1440,,1.0
796,34,Directed,3852,,1.0
796,43,Directed,804,,1.0
796,572,Directed,8054,,1.0
796,653,Directed,8474,,1.0
796,2600,Directed,3225,,1.0
796,2794,Directed,12651,,1.0
796,3796,Directed,5062,,1.0
796,3877,Directed,5156,,1.0
796,5868,Directed,11279,,1.0
797,5,Directed,21348,,1.0
797,43,Directed,805,,1.0
798,43,Directed,806,,1.0
799,5,Directed,20793,,1.0
799,8,Directed,11675,,1.0
799,43,Directed,807,,1.0
799,653,Directed,8316,,1.0
799,2246,Directed,4654,,1.0
799,2794,Directed,12863,,1.0
800,43,Directed,808,,1.0
800,2246,Directed,4135,,1.0
801,43,Directed,809,,1.0
802,5,Directed,19442,,1.0
802,43,Directed,810,,1.0
802,720,Directed,1906,,1.0
802,3739,Directed,4939,,1.0
803,5,Directed,15146,,1.0
803,43,Directed,811,,1.0
804,43,Directed,812,,1.0
805,5,Directed,18853,,1.0
805,43,Directed,813,,1.0
805,49,Directed,3800,,1.0
805,572,Directed,7547,,1.0
805,720,Directed,2095,,1.0
805,1109,Directed,3049,,1.0
805,2246,Directed,4096,,1.0
805,3993,Directed,5428,,1.0
805,5868,Directed,11449,,1.0
806,43,Directed,814,,1.0
807,43,Directed,815,,1.0
807,49,Directed,3532,,1.0
807,1109,Directed,2925,,1.0
808,43,Directed,816,,1.0
809,5,Directed,19193,,1.0
809,43,Directed,817,,1.0
809,572,Directed,7696,,1.0
809,653,Directed,8523,,1.0
809,2794,Directed,12689,,1.0
810,43,Directed,818,,1.0
810,5868,Directed,11395,,1.0
811,5,Directed,16578,,1.0
811,43,Directed,819,,1.0
811,49,Directed,3840,,1.0
811,653,Directed,8246,,1.0
812,5,Directed,19226,,1.0
812,43,Directed,820,,1.0
812,49,Directed,3536,,1.0
812,572,Directed,7502,,1.0
812,2573,Directed,3063,,1.0
813,43,Directed,821,,1.0
814,5,Directed,14492,,1.0
814,43,Directed,822,,1.0
814,49,Directed,3729,,1.0
814,572,Directed,7627,,1.0
814,1088,Directed,1390,,1.0
814,1109,Directed,2920,,1.0
814,1232,Directed,6460,,1.0
814,2246,Directed,4019,,1.0
814,2296,Directed,2675,,1.0
814,2794,Directed,12626,,1.0
814,4208,Directed,5724,,1.0
814,4252,Directed,6159,,1.0
814,4689,Directed,12083,,1.0
814,5007,Directed,12468,,1.0
815,43,Directed,823,,1.0
816,5,Directed,19723,,1.0
816,43,Directed,824,,1.0
816,720,Directed,1794,,1.0
817,5,Directed,18823,,1.0
817,43,Directed,825,,1.0
817,720,Directed,2097,,1.0
817,1109,Directed,3021,,1.0
817,2794,Directed,12656,,1.0
818,5,Directed,15497,,1.0
818,43,Directed,826,,1.0
818,3877,Directed,5104,,1.0
819,5,Directed,21646,,1.0
819,43,Directed,827,,1.0
819,720,Directed,2243,,1.0
819,2246,Directed,4707,,1.0
819,3739,Directed,4948,,1.0
820,5,Directed,21847,,1.0
820,8,Directed,11779,,1.0
820,43,Directed,828,,1.0
820,653,Directed,8409,,1.0
820,720,Directed,2155,,1.0
820,1106,Directed,5292,,1.0
820,1109,Directed,3018,,1.0
820,2246,Directed,4726,,1.0
820,2296,Directed,2662,,1.0
820,3739,Directed,4951,,1.0
821,43,Directed,829,,1.0
822,5,Directed,17226,,1.0
822,43,Directed,830,,1.0
822,653,Directed,8375,,1.0
822,5868,Directed,8807,,1.0
823,43,Directed,831,,1.0
824,5,Directed,18743,,1.0
824,8,Directed,11595,,1.0
824,43,Directed,832,,1.0
824,572,Directed,7623,,1.0
824,597,Directed,3344,,1.0
824,720,Directed,1783,,1.0
824,1088,Directed,1275,,1.0
824,1232,Directed,6442,,1.0
824,2692,Directed,3288,,1.0
825,5,Directed,21748,,1.0
825,43,Directed,833,,1.0
825,2246,Directed,4091,,1.0
826,5,Directed,14944,,1.0
826,43,Directed,834,,1.0
826,2692,Directed,3284,,1.0
827,43,Directed,835,,1.0
828,43,Directed,836,,1.0
828,653,Directed,8346,,1.0
828,720,Directed,1555,,1.0
829,43,Directed,837,,1.0
830,43,Directed,838,,1.0
830,49,Directed,3506,,1.0
830,572,Directed,7260,,1.0
830,720,Directed,1513,,1.0
830,5868,Directed,8847,,1.0
831,43,Directed,839,,1.0
832,43,Directed,840,,1.0
833,43,Directed,841,,1.0
834,5,Directed,20445,,1.0
834,34,Directed,3919,,1.0
834,43,Directed,842,,1.0
834,572,Directed,8049,,1.0
834,653,Directed,8425,,1.0
834,720,Directed,2443,,1.0
834,860,Directed,1039,,1.0
834,1088,Directed,1438,,1.0
834,1106,Directed,5285,,1.0
834,1232,Directed,6534,,1.0
834,2246,Directed,4389,,1.0
834,2794,Directed,12845,,1.0
834,3877,Directed,5132,,1.0
835,43,Directed,843,,1.0
836,5,Directed,20792,,1.0
836,43,Directed,844,,1.0
836,49,Directed,3688,,1.0
836,572,Directed,7626,,1.0
836,720,Directed,2323,,1.0
836,1109,Directed,3016,,1.0
836,2008,Directed,11947,,1.0
836,2246,Directed,4625,,1.0
836,2296,Directed,2687,,1.0
836,3877,Directed,5102,,1.0
837,5,Directed,16174,,1.0
837,43,Directed,845,,1.0
837,49,Directed,3824,,1.0
838,5,Directed,15611,,1.0
838,43,Directed,846,,1.0
839,5,Directed,21677,,1.0
839,43,Directed,847,,1.0
839,49,Directed,3663,,1.0
839,720,Directed,2415,,1.0
839,1109,Directed,2965,,1.0
839,2008,Directed,12007,,1.0
839,2246,Directed,4805,,1.0
839,2296,Directed,2579,,1.0
840,43,Directed,848,,1.0
840,720,Directed,1740,,1.0
841,43,Directed,849,,1.0
842,5,Directed,13119,,1.0
842,43,Directed,850,,1.0
842,597,Directed,3403,,1.0
843,5,Directed,18741,,1.0
843,43,Directed,851,,1.0
843,720,Directed,1945,,1.0
843,3993,Directed,5357,,1.0
844,43,Directed,852,,1.0
845,43,Directed,853,,1.0
846,5,Directed,20744,,1.0
846,43,Directed,854,,1.0
846,2246,Directed,4521,,1.0
847,5,Directed,20973,,1.0
847,43,Directed,855,,1.0
847,2246,Directed,4519,,1.0
848,5,Directed,21641,,1.0
848,43,Directed,856,,1.0
848,2246,Directed,4611,,1.0
848,3739,Directed,4892,,1.0
849,5,Directed,20644,,1.0
849,43,Directed,857,,1.0
850,5,Directed,20270,,1.0
850,43,Directed,858,,1.0
851,5,Directed,21250,,1.0
851,10,Directed,12148,,1.0
851,11,Directed,12526,,1.0
851,43,Directed,859,,1.0
851,720,Directed,2282,,1.0
851,1106,Directed,5287,,1.0
851,2246,Directed,4522,,1.0
852,5,Directed,21549,,1.0
852,43,Directed,860,,1.0
852,2246,Directed,4520,,1.0
853,5,Directed,21307,,1.0
853,43,Directed,861,,1.0
854,5,Directed,20316,,1.0
854,43,Directed,862,,1.0
855,5,Directed,21899,,1.0
855,43,Directed,863,,1.0
855,572,Directed,8001,,1.0
855,653,Directed,8601,,1.0
855,720,Directed,2540,,1.0
855,2008,Directed,11817,,1.0
855,2246,Directed,4878,,1.0
855,3739,Directed,4906,,1.0
855,4142,Directed,5703,,1.0
855,4252,Directed,6334,,1.0
856,5,Directed,21862,,1.0
856,10,Directed,12166,,1.0
856,11,Directed,12540,,1.0
856,12,Directed,12615,,1.0
856,43,Directed,864,,1.0
856,572,Directed,7406,,1.0
856,653,Directed,8544,,1.0
856,720,Directed,2515,,1.0
856,1080,Directed,5603,,1.0
856,2246,Directed,4743,,1.0
856,3792,Directed,5001,,1.0
856,3993,Directed,5521,,1.0
856,4142,Directed,5709,,1.0
856,4252,Directed,6318,,1.0
857,5,Directed,20682,,1.0
857,8,Directed,11803,,1.0
857,10,Directed,12162,,1.0
857,11,Directed,12543,,1.0
857,12,Directed,12621,,1.0
857,43,Directed,865,,1.0
857,49,Directed,3682,,1.0
857,572,Directed,7538,,1.0
857,653,Directed,8603,,1.0
857,720,Directed,2475,,1.0
857,1080,Directed,5568,,1.0
857,2008,Directed,12017,,1.0
857,2246,Directed,4623,,1.0
857,2573,Directed,3078,,1.0
857,3739,Directed,4985,,1.0
857,3993,Directed,5526,,1.0
857,4142,Directed,5711,,1.0
857,4252,Directed,6336,,1.0
858,43,Directed,866,,1.0
859,860,Directed,867,,1.0
861,860,Directed,868,,1.0
862,860,Directed,869,,1.0
863,720,Directed,1626,,1.0
863,860,Directed,870,,1.0
864,860,Directed,871,,1.0
865,860,Directed,872,,1.0
866,860,Directed,873,,1.0
867,860,Directed,874,,1.0
868,860,Directed,875,,1.0
869,860,Directed,876,,1.0
870,860,Directed,877,,1.0
871,860,Directed,878,,1.0
872,860,Directed,879,,1.0
873,5,Directed,15064,,1.0
