1,1,2,1.0
17946,1,5,1.0
11484,1,8327,1.0
551,1,43,1.0
8799,1,5868,1.0
2304,1,720,1.0
2800,1,1109,1.0
7697,1,572,1.0
5216,1,3877,1.0
17628,2,5,1.0
11614,2,8,1.0
12495,2,11,1.0
1927,2,720,1.0
2855,2,1109,1.0
4928,2,3739,1.0
2,3,2,1.0
3,4,2,1.0
4,5,2,1.0
3257,5,2692,1.0
11707,5,8,1.0
12144,5,10,1.0
12488,5,11,1.0
12576,5,12,1.0
12883,5,13,1.0
5350,5,3993,1.0
4970,5,3739,1.0
6341,5,4252,1.0
3923,5,34,1.0
5211,5,3877,1.0
5687,5,4142,1.0
3779,5,49,1.0
2753,5,1976,1.0
8132,5,572,1.0
1371,5,1088,1.0
4883,5,2246,1.0
8559,5,653,1.0
6575,5,1232,1.0
12091,5,4689,1.0
3019,5,1109,1.0
11952,5,2008,1.0
2558,5,720,1.0
12876,5,2794,1.0
5799,5,4208,1.0
5,6,2,1.0
18818,6,5,1.0
4113,6,2246,1.0
12548,6,12,1.0
8590,6,653,1.0
2039,6,720,1.0
2859,6,1109,1.0
6,7,2,1.0
17945,7,5,1.0
4118,7,2246,1.0
11781,7,8,1.0
3082,7,2573,1.0
1982,7,720,1.0
7,8,2,1.0
8,9,2,1.0
9,10,2,1.0
18948,10,5,1.0
10,11,2,1.0
11,12,2,1.0
15474,12,5,1.0
2072,13,720,1.0
12,13,2,1.0
18728,13,5,1.0
13,14,2,1.0
19354,14,5,1.0
11616,14,8,1.0
12592,14,12,1.0
5254,14,3982,1.0
11928,14,2008,1.0
5343,14,3993,1.0
14,15,2,1.0
18808,15,5,1.0
4129,15,2246,1.0
12490,15,11,1.0
2351,15,720,1.0
5401,15,3993,1.0
15,16,2,1.0
19834,16,5,1.0
1926,17,720,1.0
16,17,2,1.0
19964,17,5,1.0
3939,17,2246,1.0
11504,17,8327,1.0
9313,17,5868,1.0
6444,17,1232,1.0
3833,17,49,1.0
6590,17,572,1.0
17,18,2,1.0
20494,18,5,1.0
2465,19,720,1.0
18,19,2,1.0
12623,19,12,1.0
20595,19,5,1.0
4490,19,2246,1.0
1376,20,1088,1.0
3924,20,34,1.0
12486,20,11,1.0
21911,20,5,1.0
4864,20,2246,1.0
11653,20,8,1.0
711,20,43,1.0
19,20,2,1.0
5719,20,4206,1.0
8551,20,653,1.0
5588,20,1080,1.0
8135,20,572,1.0
20,21,2,1.0
21912,21,5,1.0
11464,21,8327,1.0
11754,21,8,1.0
12598,21,12,1.0
8586,21,653,1.0
5487,21,3993,1.0
4971,21,3739,1.0
6339,21,4252,1.0
3925,21,34,1.0
5133,21,3877,1.0
664,21,43,1.0
5697,21,4142,1.0
3679,21,49,1.0
5607,21,1080,1.0
8136,21,572,1.0
4874,21,2246,1.0
6576,21,1232,1.0
2755,21,1976,1.0
5269,21,1106,1.0
2997,21,1109,1.0
11951,21,2008,1.0
12877,21,2794,1.0
17082,22,5,1.0
12724,22,2794,1.0
11369,22,5868,1.0
8413,22,653,1.0
6504,22,1232,1.0
3692,22,49,1.0
5265,22,1106,1.0
2977,22,1109,1.0
21,22,23,1.0
2729,22,2296,1.0
8083,22,572,1.0
1192,23,1088,1.0
17477,23,5,1.0
11651,23,8,1.0
8031,23,572,1.0
12731,23,2794,1.0
603,23,43,1.0
8412,23,653,1.0
5758,23,4208,1.0
2856,23,1109,1.0
2684,23,2296,1.0
6232,23,4252,1.0
5134,24,3877,1.0
536,24,43,1.0
21890,24,5,1.0
11765,24,8,1.0
6325,24,4252,1.0
12157,24,10,1.0
12531,24,11,1.0
11442,24,5868,1.0
8430,24,653,1.0
6567,24,1232,1.0
5267,24,1106,1.0
3044,24,1109,1.0
22,24,23,1.0
11939,24,2008,1.0
5488,24,3993,1.0
1079,24,860,1.0
12699,24,2794,1.0
8065,24,572,1.0
2016,25,720,1.0
3858,25,34,1.0
18709,25,5,1.0
4035,25,2246,1.0
11780,25,8,1.0
7995,25,572,1.0
12854,25,2794,1.0
10110,25,5868,1.0
8565,25,653,1.0
12470,25,5007,1.0
6568,25,1232,1.0
5290,25,1106,1.0
5022,25,3796,1.0
3441,25,597,1.0
23,25,23,1.0
6269,25,4252,1.0
3057,25,1109,1.0
18720,26,5,1.0
7741,26,572,1.0
12860,26,2794,1.0
12415,26,5007,1.0
2121,26,720,1.0
5281,26,1106,1.0
3382,26,597,1.0
24,26,23,1.0
5336,26,3993,1.0
6291,26,4252,1.0
5129,26,3877,1.0
6523,27,1232,1.0
3889,27,34,1.0
3304,27,2692,1.0
21884,27,5,1.0
4533,27,2246,1.0
11621,27,8,1.0
8079,27,572,1.0
550,27,43,1.0
8732,27,5868,1.0
8407,27,653,1.0
5788,27,4208,1.0
12108,27,4689,1.0
5266,27,1106,1.0
25,27,23,1.0
2720,27,2296,1.0
6281,27,4252,1.0
5131,27,3877,1.0
380,28,43,1.0
26,28,23,1.0
27,29,23,1.0
6274,29,4252,1.0
17140,29,5,1.0
3433,29,597,1.0
1334,30,1088,1.0
18725,30,5,1.0
11629,30,8,1.0
3377,30,597,1.0
28,30,23,1.0
7576,30,572,1.0
1686,31,720,1.0
17549,31,5,1.0
3170,31,2600,1.0
7779,31,572,1.0
11362,31,5868,1.0
12290,31,5007,1.0
6447,31,1232,1.0
2913,31,1109,1.0
29,31,23,1.0
6207,31,4252,1.0
3871,32,34,1.0
18053,32,5,1.0
12810,32,2794,1.0
9169,32,5868,1.0
1632,32,720,1.0
2952,32,1109,1.0
30,32,23,1.0
3295,33,2692,1.0
18707,33,5,1.0
3222,33,2600,1.0
12766,33,2794,1.0
8364,33,653,1.0
6528,33,1232,1.0
3477,33,597,1.0
31,33,23,1.0
7679,33,572,1.0
3273,34,2692,1.0
18793,34,5,1.0
11609,34,8,1.0
5937,34,4252,1.0
12869,34,2794,1.0
11441,34,5868,1.0
8557,34,653,1.0
32,34,23,1.0
1042,34,860,1.0
8110,34,572,1.0
3860,35,34,1.0
3247,35,2692,1.0
18055,35,5,1.0
12726,35,2794,1.0
9964,35,5868,1.0
8164,35,653,1.0
2983,35,1109,1.0
33,35,23,1.0
7057,35,572,1.0
1272,36,1088,1.0
34,36,23,1.0
8949,36,5868,1.0
14717,36,5,1.0
12234,36,5007,1.0
16032,37,5,1.0
7934,37,572,1.0
12671,37,2794,1.0
566,37,43,1.0
35,37,23,1.0
2724,37,2296,1.0
6128,37,4252,1.0
51,38,43,1.0
14324,38,5,1.0
36,38,23,1.0
1348,39,1088,1.0
604,39,43,1.0
21898,39,5,1.0
4859,39,2246,1.0
11788,39,8,1.0
12733,39,2794,1.0
12479,39,11,1.0
12211,39,5007,1.0
2485,39,720,1.0
3539,39,49,1.0
37,39,23,1.0
11968,39,2008,1.0
5347,39,3993,1.0
4979,39,3739,1.0
2645,39,2296,1.0
1269,40,1088,1.0
13973,40,5,1.0
12401,40,5007,1.0
12118,40,4689,1.0
2775,40,1109,1.0
38,40,23,1.0
1168,41,1088,1.0
15740,41,5,1.0
11547,41,8,1.0
7832,41,572,1.0
523,41,43,1.0
9582,41,5868,1.0
8377,41,653,1.0
12336,41,5007,1.0
6468,41,1232,1.0
3209,41,2600,1.0
3379,41,597,1.0
39,41,23,1.0
2688,41,2296,1.0
4953,41,3739,1.0
6187,41,4252,1.0
40,42,43,1.0
3966,43,2246,1.0
3784,43,49,1.0
1789,43,720,1.0
12050,43,4689,1.0
2563,43,2296,1.0
7492,43,572,1.0
41,44,43,1.0
42,45,43,1.0
12399,45,5007,1.0
43,46,43,1.0
44,47,43,1.0
14035,48,5,1.0
45,48,43,1.0
8160,48,653,1.0
12071,48,4689,1.0
2818,48,1109,1.0
7013,48,572,1.0
1649,49,720,1.0
46,49,43,1.0
5251,49,3982,1.0
47,50,43,1.0
13502,50,5,1.0
48,51,43,1.0
49,52,43,1.0
50,53,43,1.0
52,54,43,1.0
14408,54,5,1.0
3150,55,2600,1.0
53,55,43,1.0
13694,55,5,1.0
54,56,43,1.0
55,57,43,1.0
56,58,43,1.0
1436,59,1088,1.0
57,59,43,1.0
7290,59,572,1.0
13049,59,5,1.0
3508,60,49,1.0
58,60,43,1.0
59,61,43,1.0
60,62,43,1.0
61,63,43,1.0
62,64,43,1.0
1726,65,720,1.0
3125,65,2600,1.0
63,65,43,1.0
13572,65,5,1.0
64,66,43,1.0
65,67,43,1.0
1776,68,720,1.0
3771,68,49,1.0
66,68,43,1.0
3128,69,2600,1.0
67,69,43,1.0
20377,69,5,1.0
68,70,43,1.0
69,71,43,1.0
13097,71,5,1.0
11457,71,8327,1.0
70,72,43,1.0
71,73,43,1.0
72,74,43,1.0
73,75,43,1.0
74,76,43,1.0
75,77,43,1.0
76,78,43,1.0
77,79,43,1.0
78,80,43,1.0
13655,80,5,1.0
79,81,43,1.0
17458,81,5,1.0
4088,81,2246,1.0
80,82,43,1.0
2584,83,2296,1.0
3765,83,49,1.0
81,83,43,1.0
82,84,43,1.0
2809,84,1109,1.0
3687,85,49,1.0
83,85,43,1.0
3525,86,49,1.0
84,86,43,1.0
7064,86,572,1.0
12079,86,4689,1.0
1153,87,1088,1.0
13241,87,5,1.0
3138,87,2600,1.0
6925,87,572,1.0
85,87,43,1.0
12054,87,4689,1.0
2806,87,1109,1.0
5902,87,4252,1.0
1530,88,720,1.0
14709,88,5,1.0
3942,88,2246,1.0
86,88,43,1.0
8951,88,5868,1.0
8226,88,653,1.0
5716,88,4206,1.0
6356,88,1232,1.0
3785,88,49,1.0
