3962671940577280,-289.50998,268.85046,0.0,5.0,0xd7191c
3962666944706220,1489.4674,-1063.6156,0.0,5.0,0xd7191c
3962855692525580,-27.975647,256.15506,0.0,5.0,0xd7191c
3962660917737490,-412.6698,326.67538,0.0,5.149502,0xd71a1d
3962708854865940,-333.49478,-67.21003,0.0,5.0,0xd7191c
3962673823172270,1370.5544,-1217.6562,0.0,5.0,0xd7191c
3962809157482520,-144.62834,-67.492424,0.0,5.0,0xd7191c
3962662155446300,59.859703,282.78018,0.0,5.149502,0xd71a1d
3962673810796890,8.300679,130.65457,0.0,5.0,0xd7191c
3962663085590560,-92.354675,-63.65947,0.0,5.0,0xd7191c
3962662385430570,-392.59137,139.26907,0.0,5.0,0xd7191c
3962662784598060,-343.4605,31.232508,0.0,5.0,0xd7191c
3962661290399410,-316.97305,-404.09476,0.0,5.0,0xd7191c
3962665410166990,1437.6641,-1251.6173,0.0,5.0,0xd7191c
3962679171033140,1620.1564,-1557.63,0.0,5.0,0xd7191c
3962660788084790,-211.36829,-48.8874,0.0,5.0,0xd7191c
3962683114022970,-318.4799,203.08278,0.0,5.0,0xd7191c
3962672854132800,-71.38025,11.077215,0.0,5.0,0xd7191c
3962781659818050,-391.75107,207.38672,0.0,5.0,0xd7191c
3962668048171080,1521.2598,-1192.1244,0.0,5.0,0xd7191c
3962672603194380,-137.20686,-272.1203,0.0,5.299003,0xd71c1e
3962688277182540,1873.5397,-1219.5859,0.0,5.0,0xd7191c
3962698729461840,-1538.9972,641.84735,0.0,5.0,0xd7191c
3962692257724500,-57.374893,-47.120716,0.0,5.0,0xd7191c
3962732435055630,-361.43515,-39.73745,0.0,5.0,0xd7191c
3962987540499130,20.167194,169.01938,0.0,5.0,0xd7191c
3962662012411580,-366.5149,182.12112,0.0,5.0,0xd7191c
3962685181927540,556.69086,1327.6259,0.0,5.0,0xd7191c
3962664772216510,-319.67285,-15.05135,0.0,5.0,0xd7191c
3962682459543430,-55.027245,250.6121,0.0,5.0,0xd7191c
3962679145844860,-208.27635,-97.25157,0.0,5.0,0xd7191c
3962665431160960,1343.9736,-1142.5625,0.0,5.0,0xd7191c
3962661777855510,-335.14407,-419.1242,0.0,5.0,0xd7191c
3962727343255690,1377.0302,-1086.8009,0.0,5.0,0xd7191c
3962690756096140,1507.3639,-1128.7549,0.0,5.0,0xd7191c
3962668530598030,1351.4642,-1121.4537,0.0,5.0,0xd7191c
3962666211066000,-1472.7567,679.7753,0.0,5.0,0xd7191c
3962846607749270,-136.1119,264.41705,0.0,5.0,0xd7191c
3962702227142810,-318.2179,-55.42285,0.0,5.0,0xd7191c
3962672087534960,-1553.7914,656.8769,0.0,5.0,0xd7191c
3962677158492870,-349.58252,147.08267,0.0,5.0,0xd7191c
3962669104973990,28.789335,77.84752,0.0,5.0,0xd7191c
3962779792373930,-388.06042,84.63114,0.0,5.0,0xd7191c
3962663501488310,1394.3889,-1074.8558,0.0,5.0,0xd7191c
3962662574733500,-87.65929,-84.37984,0.0,5.0,0xd7191c
3962665342998560,1573.0632,-1258.0287,0.0,5.149502,0xd71a1d
3962677242464450,531.6329,1264.6041,0.0,8.887043,0xdd4038
3962675199670470,-53.345028,231.53235,0.0,5.0,0xd7191c
3962688785133770,-456.4084,272.6958,0.0,5.149502,0xd71a1d
3962686603729100,-37.022358,37.526325,0.0,5.0,0xd7191c
3962692815110350,611.68005,1269.5359,0.0,5.0,0xd7191c
3962661123031250,-646.92194,-256.87616,0.0,5.0,0xd7191c
3962692589529300,-172.35448,269.03067,0.0,5.0,0xd7191c
3962843117676760,-138.55832,303.14645,0.0,5.0,0xd7191c
3962807185421690,-74.79345,-58.594193,0.0,5.0,0xd7191c
3962663908174050,1343.895,-1163.512,0.0,5.0,0xd7191c
3962667784243440,-207.38881,289.54385,0.0,5.0,0xd7191c
3962985582466430,-175.64798,-85.08904,0.0,5.0,0xd7191c
3962662620912340,-1522.1996,597.6675,0.0,5.0,0xd7191c
